ID,Age,Gender,Room_Temperature (°C),Bedtime,Wakeup_Time
820,43,Female,20,21:18,7:34
821,54,Male,18,22:15,5:20
822,22,Female,25,23:33,5:50
823,50,Female,24,23:41,7:58
824,47,Male,20,22:48,5:04
825,45,Male,25,22:10,5:50
826,29,Female,21,21:24,6:08
827,19,Male,25,23:57,7:55
828,19,Male,20,22:46,7:17
829,53,Male,18,22:45,7:14
830,19,Male,21,23:29,5:21
831,62,Male,25,23:07,6:40
832,60,Female,18,21:18,7:38
833,36,Female,21,21:01,5:12
834,62,Female,19,22:13,6:37
835,40,Male,22,22:52,6:13
836,59,Female,19,21:29,6:34
837,56,Female,25,22:40,6:15
838,25,Female,24,21:07,6:16
839,50,Male,21,22:06,7:16
840,22,Female,21,23:18,6:52
841,51,Female,24,21:50,5:12
842,47,Female,20,22:39,7:34
843,57,Female,18,22:02,7:44
844,50,Female,19,22:44,6:57
845,49,Male,20,23:02,5:07
846,51,Male,22,23:19,7:32
847,51,Female,21,23:08,6:35
848,31,Male,22,22:46,6:25
849,60,Female,23,23:51,5:03
850,47,Male,22,23:57,5:21
851,43,Male,23,21:49,5:34
852,54,Male,18,21:01,6:59
853,42,Female,25,21:37,6:32
854,43,Female,23,21:29,6:02
855,32,Male,21,22:34,6:30
856,54,Female,19,22:18,7:52
857,25,Female,24,21:07,5:13
858,23,Male,20,21:25,5:17
859,26,Female,23,23:38,7:41
860,37,Female,25,22:26,7:32
861,45,Female,25,23:03,7:13
862,19,Female,18,23:50,6:46
863,26,Male,18,23:50,7:51
864,20,Female,20,22:06,7:46
865,38,Female,22,21:08,5:23
866,63,Male,23,22:27,6:31
867,23,Male,19,22:43,7:07
868,48,Male,23,21:22,6:47
869,29,Male,25,23:52,6:06
870,45,Female,22,23:05,7:41
871,19,Female,20,21:55,7:28
872,26,Male,21,22:36,6:50
873,22,Male,24,21:58,7:22
874,59,Female,19,23:31,7:36
875,20,Male,22,21:00,5:00
876,48,Male,21,23:19,5:11
877,57,Female,21,21:31,6:55
878,29,Male,24,23:13,7:08
879,38,Male,20,23:48,6:21
880,38,Male,24,21:54,6:03
881,34,Male,23,23:32,5:06
882,56,Female,19,21:39,7:52
883,50,Female,19,21:41,5:10
884,49,Male,18,22:25,7:41
885,50,Male,23,22:35,7:13
886,26,Male,20,22:42,7:11
887,34,Male,22,23:47,6:47
888,48,Male,24,21:58,6:27
889,51,Female,24,21:28,5:53
890,44,Female,22,21:33,6:19
891,18,Female,24,23:47,5:03
892,30,Male,20,21:00,6:33
893,50,Female,18,23:18,6:26
894,46,Male,19,23:15,7:37
895,37,Female,24,22:13,7:56
896,59,Female,25,23:07,5:46
897,64,Female,25,22:28,5:12
898,38,Male,20,23:35,5:24
899,46,Female,23,22:51,5:48
900,42,Female,20,21:13,6:08
901,49,Male,20,22:51,6:23
902,61,Female,25,23:15,6:43
903,36,Female,21,21:27,7:45
904,60,Female,20,23:50,5:24
905,56,Male,19,22:49,7:14
906,36,Female,19,22:05,5:23
907,33,Male,21,22:42,5:53
908,40,Male,23,21:52,6:15
909,63,Female,23,21:50,6:27
910,40,Male,22,23:42,6:37
911,50,Male,18,21:42,5:16
912,35,Female,21,23:28,7:11
913,33,Female,19,21:18,5:55
914,43,Male,23,22:34,7:33
915,30,Male,20,21:37,5:29
916,47,Female,21,21:58,6:01
917,43,Female,22,21:41,7:27
918,24,Female,23,21:43,5:58
919,62,Female,22,23:01,6:26
920,39,Male,22,21:27,7:07
921,60,Male,18,23:18,5:33
922,40,Male,18,22:29,6:32
923,45,Female,22,21:57,7:48
924,32,Male,24,23:10,7:14
925,65,Male,22,23:38,5:16
926,24,Male,25,21:58,7:19
927,45,Female,23,22:06,7:28
928,52,Male,21,21:34,7:53
929,46,Female,20,21:52,7:28
930,53,Female,22,22:10,7:38
931,21,Female,20,23:21,5:57
932,34,Male,19,22:14,6:58
933,43,Female,24,23:50,7:40
934,19,Male,21,22:27,7:10
935,34,Male,19,23:36,6:37
936,20,Male,25,21:28,7:38
937,63,Male,21,23:42,7:33
938,54,Male,22,22:17,6:55
939,56,Male,21,23:51,7:20
940,19,Female,23,23:51,7:51
941,18,Male,20,23:08,6:03
942,61,Male,20,21:30,7:41
943,57,Male,24,23:53,5:29
944,45,Female,22,22:37,5:36
945,22,Male,23,22:54,6:10
946,30,Male,25,21:48,5:36
947,41,Female,24,23:52,5:17
948,21,Male,22,22:21,5:55
949,32,Male,19,21:31,5:54
950,58,Male,21,21:03,6:31
951,65,Female,21,22:36,6:05
952,44,Female,18,23:36,5:56
953,39,Male,23,22:36,6:12
954,44,Female,22,22:52,6:45
955,33,Male,20,22:03,7:49
956,24,Male,21,21:11,7:57
957,51,Female,25,21:08,5:17
958,18,Female,20,23:36,7:14
959,63,Male,25,21:18,5:07
960,55,Male,21,21:39,6:32
961,28,Male,22,21:05,6:15
962,65,Male,23,23:50,7:31
963,47,Female,18,21:02,5:08
964,33,Male,19,22:21,5:34
965,28,Male,22,21:03,7:48
966,34,Male,21,21:07,7:43
967,47,Male,20,22:16,6:19
968,64,Male,25,21:51,6:05
969,21,Female,25,22:56,7:45
970,49,Male,25,23:28,7:04
971,54,Female,18,23:46,6:53
972,18,Female,19,23:13,5:15
973,53,Female,19,23:54,7:21
974,64,Male,19,21:13,5:38
975,37,Female,21,23:19,7:35
976,23,Male,25,22:40,5:11
977,65,Male,18,23:13,7:32
978,34,Female,20,21:19,7:21
979,55,Female,22,23:31,7:08
980,28,Male,25,21:25,7:26
981,36,Female,23,23:45,5:20
982,46,Male,23,23:33,5:10
983,34,Male,24,21:51,7:55
984,23,Male,20,22:52,6:50
985,56,Female,22,21:32,6:55
986,56,Female,18,21:13,6:04
987,53,Female,18,21:55,5:27
988,21,Male,18,22:46,7:47
989,33,Male,20,21:49,6:37
990,45,Male,23,22:28,5:44
991,19,Female,18,23:37,7:21
992,24,Male,21,23:05,5:14
993,58,Male,18,21:00,7:40
994,26,Female,24,21:34,6:25
995,45,Male,20,22:36,7:34
996,32,Female,19,22:03,7:49
997,54,Male,21,22:53,6:07
998,45,Male,25,21:04,7:26
999,34,Male,19,23:48,5:07
1000,38,Female,24,22:09,6:14
1001,36,Female,20,22:24,6:08
1002,29,Female,19,23:42,5:38
1003,63,Female,25,22:15,5:08
1004,50,Female,21,23:31,6:26
1005,35,Male,23,22:06,5:24
1006,61,Male,22,22:23,6:38
1007,22,Female,21,21:08,6:59
1008,29,Male,22,23:31,7:29
1009,64,Male,24,23:37,6:45
1010,48,Female,21,21:05,6:54
1011,42,Female,19,21:22,7:35
1012,20,Male,20,23:04,5:15
1013,54,Male,19,23:33,5:41
1014,57,Female,25,23:48,7:34
1015,47,Male,19,23:18,7:13
1016,45,Female,25,22:37,5:58
1017,31,Female,22,22:26,5:52
1018,30,Female,19,22:13,6:19
1019,20,Male,18,23:06,5:57
1020,29,Male,20,22:20,5:52
1021,19,Male,23,22:30,6:58
1022,41,Female,19,21:13,7:09
1023,65,Female,25,21:20,6:14
1024,42,Female,23,22:48,6:31
1025,44,Male,22,21:25,7:18
1026,51,Male,19,23:11,7:11
1027,48,Male,23,21:53,6:04
1028,39,Male,21,23:38,7:33
1029,63,Male,19,23:46,7:17
1030,35,Male,21,21:15,5:45
1031,27,Female,19,22:05,7:43
1032,22,Female,25,23:04,7:14
1033,45,Male,22,21:24,7:50
1034,62,Male,25,23:51,6:50
1035,28,Female,25,22:33,5:05
1036,47,Male,18,23:45,7:18
1037,58,Female,24,22:01,5:55
1038,22,Female,22,23:27,5:28
1039,22,Male,19,22:13,6:26
1040,20,Female,24,23:04,5:24
1041,21,Male,22,22:53,6:52
1042,53,Male,23,21:25,5:16
1043,49,Male,21,21:07,5:04
1044,40,Male,20,21:52,6:20
1045,28,Male,18,22:18,5:26
1046,21,Female,24,21:27,6:47
1047,22,Female,19,21:06,5:41
1048,21,Female,18,23:55,6:56
1049,35,Male,23,21:22,5:36
1050,36,Male,22,22:04,5:11
1051,30,Male,19,22:13,6:23
1052,34,Female,18,21:15,5:52
1053,44,Male,20,22:18,5:29
1054,53,Male,24,21:04,7:34
1055,22,Female,19,22:01,7:06
1056,54,Male,20,21:18,6:30
1057,28,Female,25,22:23,5:36
1058,24,Male,19,23:17,7:23
1059,36,Female,22,21:24,5:58
1060,52,Male,18,23:45,6:21
1061,22,Male,25,23:08,6:47
1062,25,Female,23,21:37,7:16
1063,33,Male,19,23:26,6:54
1064,28,Female,19,22:14,5:23
1065,61,Male,19,22:15,5:35
1066,38,Female,18,21:08,6:35
1067,59,Female,20,21:24,5:11
1068,23,Male,24,21:03,5:51
1069,29,Male,18,23:11,6:40
1070,27,Male,23,23:11,6:45
1071,52,Male,25,23:03,7:43
1072,57,Male,24,23:47,6:32
1073,55,Male,25,22:07,5:33
1074,33,Female,21,21:13,5:12
1075,40,Female,20,21:33,6:25
1076,18,Female,25,22:53,6:17
1077,53,Male,22,23:10,6:54
1078,54,Male,19,21:02,6:05
1079,36,Female,18,23:35,7:32
1080,38,Female,25,23:52,5:01
1081,22,Male,24,21:41,5:55
1082,46,Male,18,21:20,7:17
1083,42,Male,19,22:34,5:56
1084,51,Male,22,22:32,7:23
1085,43,Female,18,21:25,7:30
1086,41,Male,25,21:47,6:13
1087,62,Female,20,21:16,7:36
1088,51,Female,19,21:33,6:23
1089,60,Male,20,21:37,5:55
1090,24,Male,21,21:25,5:19
1091,33,Male,20,21:47,6:55
1092,29,Male,20,21:14,6:25
1093,49,Female,18,23:14,6:02
1094,34,Female,24,23:48,7:01
1095,37,Male,19,21:43,5:08
1096,64,Female,24,23:11,7:44
1097,46,Male,23,22:29,7:30
1098,32,Female,23,23:34,7:01
1099,37,Female,23,22:50,5:28
1100,26,Male,20,21:19,7:41
1101,62,Male,23,22:20,5:22
1102,62,Male,18,23:58,5:51
1103,24,Female,19,21:29,7:10
1104,18,Female,24,22:16,5:12
1105,18,Female,21,22:29,6:26
1106,60,Male,18,21:33,6:05
1107,64,Female,21,21:04,6:38
1108,23,Female,24,23:12,7:25
1109,57,Male,19,21:40,7:35
1110,51,Male,23,21:03,5:08
1111,26,Female,22,23:08,5:31
1112,46,Male,18,22:03,7:31
1113,53,Female,24,21:52,5:43
1114,32,Female,23,23:12,7:10
1115,40,Female,22,22:34,5:36
1116,50,Male,19,23:17,6:16
1117,62,Female,24,22:51,6:11
1118,63,Male,23,21:33,7:29
1119,46,Female,20,22:37,7:03
1120,60,Female,24,22:33,7:33
1121,52,Female,25,23:40,7:05
1122,41,Female,22,21:52,5:45
1123,51,Female,18,23:43,7:42
1124,30,Female,22,22:08,5:07
1125,65,Male,21,21:04,7:43
1126,35,Male,24,23:06,6:32
1127,36,Male,22,23:20,5:08
1128,28,Male,22,23:01,7:33
1129,31,Male,18,21:39,7:24
1130,55,Male,25,21:15,6:35
1131,40,Female,24,21:14,7:21
1132,49,Male,18,21:27,6:47
1133,34,Male,25,21:50,5:56
1134,25,Female,21,23:20,6:10
1135,26,Male,24,21:03,6:55
1136,21,Female,21,23:47,5:14
1137,51,Female,24,22:51,5:10
1138,51,Male,20,22:46,5:48
1139,29,Male,21,23:40,7:10
1140,58,Male,25,22:24,7:13
1141,64,Female,21,23:59,6:49
1142,53,Female,24,23:18,6:47
1143,45,Male,25,21:20,5:36
1144,56,Female,24,22:38,7:41
1145,27,Male,19,21:26,5:04
1146,46,Male,18,22:52,5:15
1147,23,Male,20,22:21,5:35
1148,55,Female,24,23:11,6:40
1149,49,Female,18,22:22,5:19
1150,64,Female,22,23:46,5:15
1151,38,Male,20,21:19,5:17
1152,51,Female,22,22:29,6:12
1153,45,Female,23,23:22,7:39
1154,52,Female,22,23:23,7:51
1155,18,Male,20,22:10,7:34
1156,45,Female,18,22:38,5:58
1157,52,Female,25,23:15,6:35
1158,57,Male,25,23:02,5:23
1159,55,Female,18,22:24,7:55
1160,53,Female,25,23:47,6:42
1161,21,Female,21,22:28,6:50
1162,49,Male,25,22:41,7:32
1163,45,Male,21,22:23,6:52
1164,58,Female,23,22:48,7:36
1165,56,Male,21,22:54,6:27
1166,57,Female,21,21:29,7:35
1167,41,Male,23,21:37,6:43
1168,18,Male,22,22:31,5:20
1169,28,Male,24,21:28,5:21
1170,34,Female,21,22:09,6:52
1171,57,Female,23,22:22,5:20
1172,19,Female,19,21:12,6:01
1173,49,Female,22,22:39,5:32
1174,20,Male,18,23:48,7:13
1175,38,Male,20,22:24,7:39
1176,19,Female,22,22:32,5:24
1177,45,Female,19,23:06,6:35
1178,39,Male,21,22:09,5:10
1179,59,Male,22,21:46,6:44
1180,31,Female,19,22:56,6:02
1181,22,Female,20,22:45,5:33
1182,51,Female,22,23:03,7:18
1183,21,Male,24,22:48,7:38
1184,49,Female,22,23:28,7:59
1185,54,Male,22,22:53,5:32
1186,30,Female,22,22:44,5:15
1187,62,Female,25,21:41,7:43
1188,39,Male,24,23:36,7:36
1189,46,Male,23,23:49,6:26
1190,43,Male,19,21:57,6:34
1191,29,Female,23,22:57,5:33
1192,53,Male,25,21:03,6:35
1193,27,Male,23,23:19,6:39
1194,39,Male,24,23:19,7:03
1195,18,Male,19,23:36,5:36
1196,23,Male,21,22:36,5:55
1197,22,Female,23,21:01,7:07
1198,23,Male,20,22:16,7:53
1199,43,Female,20,23:58,6:32
1200,52,Female,19,21:33,7:20
1201,43,Male,20,22:25,7:34
1202,43,Female,24,21:00,6:44
1203,39,Female,23,22:13,6:19
1204,50,Female,25,23:44,6:01
1205,58,Male,20,23:09,7:37
1206,63,Female,25,21:15,5:26
1207,53,Male,23,22:01,6:47
1208,56,Male,19,22:30,6:50
1209,22,Female,18,23:21,5:33
1210,51,Female,21,22:38,5:00
1211,29,Female,22,22:47,5:45
1212,62,Male,23,21:33,7:55
1213,53,Male,18,22:56,6:46
1214,60,Female,20,21:07,5:30
1215,32,Female,23,22:48,6:43
1216,62,Female,19,23:20,5:04
1217,64,Female,20,22:42,6:01
1218,23,Female,22,22:32,6:09
1219,40,Male,25,22:02,5:31
1220,22,Male,21,23:28,7:48
1221,45,Male,22,21:18,5:51
1222,45,Female,21,21:57,7:01
1223,29,Male,25,21:59,7:45
1224,45,Female,19,21:20,6:00
1225,40,Female,21,22:00,5:28
1226,42,Male,24,21:10,7:38
1227,33,Male,21,22:02,5:13
1228,48,Female,20,23:04,7:29
1229,21,Male,21,22:10,6:12
1230,50,Male,22,21:50,6:59
1231,31,Female,22,21:41,7:11
1232,26,Male,22,21:12,7:30
1233,62,Female,22,23:35,6:08
1234,26,Male,19,22:18,7:59
1235,57,Male,18,23:47,6:36
1236,56,Female,22,21:22,7:33
1237,58,Female,21,21:32,6:30
1238,64,Female,23,22:31,6:59
1239,36,Female,18,23:58,5:46
1240,34,Male,23,22:59,7:41
1241,61,Male,19,21:35,6:42
1242,22,Female,23,22:20,5:12
1243,61,Male,23,21:26,7:35
1244,48,Female,20,23:24,6:12
1245,34,Female,20,23:27,5:15
1246,39,Female,19,22:33,5:03
1247,64,Female,23,21:59,6:27
1248,35,Male,19,21:29,5:01
1249,22,Male,23,22:58,7:19
1250,35,Female,20,21:30,5:22
1251,43,Female,24,23:33,6:32
1252,62,Male,18,21:02,6:45
1253,54,Male,18,22:28,7:01
1254,21,Male,22,21:20,7:51
1255,53,Female,23,23:41,5:21
1256,43,Male,21,23:27,7:38
1257,51,Female,22,21:14,6:07
1258,55,Male,18,22:28,7:28
1259,44,Male,22,21:47,6:50
1260,46,Female,20,23:39,7:29
1261,25,Male,25,22:32,6:09
1262,30,Female,20,23:18,7:12
1263,29,Male,21,21:29,5:17
1264,59,Male,19,22:47,7:04
1265,31,Male,24,22:12,5:34
1266,52,Male,19,22:20,6:19
1267,42,Female,19,22:01,7:00
1268,48,Female,24,22:31,7:48
1269,23,Male,21,22:32,6:01
1270,59,Female,24,23:11,5:40
1271,48,Female,24,21:30,6:33
1272,42,Male,21,21:27,5:00
1273,64,Female,23,21:07,7:19
1274,29,Male,18,21:07,6:12
1275,27,Female,19,21:00,6:02
1276,62,Male,20,22:03,6:44
1277,33,Female,21,21:05,5:18
1278,39,Male,21,22:10,5:38
1279,60,Male,22,22:39,5:19
1280,32,Female,23,22:46,6:58
1281,59,Male,24,21:17,7:14
1282,41,Female,24,23:58,7:22
1283,34,Male,23,22:27,6:25
1284,55,Male,18,22:47,5:41
1285,64,Female,22,22:21,6:57
1286,62,Male,24,23:05,5:32
1287,25,Male,25,21:27,5:07
1288,62,Male,21,23:36,7:09
1289,58,Female,18,23:52,6:36
1290,49,Female,18,22:38,5:54
1291,53,Male,22,22:47,5:53
1292,56,Female,25,23:57,5:45
1293,52,Female,25,23:19,5:39
1294,51,Male,23,22:07,7:15
1295,63,Female,25,23:43,5:21
1296,40,Female,24,21:23,7:10
1297,56,Female,23,22:19,6:36
1298,64,Female,20,22:25,7:58
1299,54,Female,24,23:14,5:57
1300,29,Male,23,22:38,5:22
1301,50,Male,20,21:00,6:06
1302,19,Female,19,21:02,5:10
1303,23,Male,18,22:46,5:00
1304,39,Male,22,23:23,7:39
1305,61,Female,19,22:13,6:45
1306,46,Female,20,21:46,7:36
1307,56,Female,25,23:28,7:02
1308,48,Female,24,22:13,7:39
1309,51,Female,22,22:21,6:36
1310,56,Female,24,21:10,7:27
1311,57,Male,23,22:53,5:43
1312,58,Male,18,21:43,5:07
1313,44,Male,19,21:07,5:08
1314,46,Male,20,21:18,6:51
1315,19,Female,20,22:04,5:52
1316,19,Male,24,23:33,6:37
1317,48,Female,20,22:45,6:28
1318,60,Male,23,23:27,7:15
1319,32,Male,24,22:25,6:32
1320,52,Female,25,23:25,7:21
1321,56,Male,25,23:33,5:08
1322,54,Female,20,23:09,6:29
1323,46,Male,25,21:51,6:11
1324,59,Female,20,23:55,6:54
1325,50,Male,22,22:48,5:33
1326,27,Female,25,22:24,7:04
1327,30,Male,21,23:08,6:25
1328,58,Female,23,23:33,7:17
1329,47,Female,23,22:04,7:41
1330,42,Male,21,21:11,5:30
1331,46,Female,24,23:09,5:01
1332,36,Female,23,23:11,6:25
1333,57,Female,18,21:17,7:01
1334,21,Male,23,23:18,6:48
1335,41,Female,18,21:47,5:00
1336,37,Female,19,23:55,5:35
1337,34,Female,25,22:39,6:21
1338,60,Female,22,22:28,7:13
1339,46,Female,20,22:34,7:29
1340,55,Female,18,21:21,5:30
1341,65,Female,19,22:09,7:36
1342,55,Female,22,23:46,6:06
1343,44,Female,25,22:42,6:22
1344,18,Female,24,23:23,7:40
1345,24,Male,22,23:32,5:13
1346,20,Female,19,21:56,7:10
1347,51,Female,23,22:49,7:58
1348,44,Male,21,21:01,5:58
1349,28,Female,18,22:10,6:54
1350,48,Male,20,22:10,5:50
1351,58,Female,24,23:49,5:19
1352,46,Male,21,22:20,5:55
1353,36,Female,20,23:54,6:01
1354,47,Female,20,22:33,6:58
1355,49,Female,19,21:47,6:27
1356,50,Male,23,21:34,6:20
1357,22,Female,25,22:38,6:11
1358,33,Female,24,22:59,5:45
1359,50,Female,24,22:27,7:13
1360,43,Male,22,23:13,6:40
1361,64,Female,22,23:04,5:58
1362,25,Female,24,21:50,6:46
1363,55,Male,25,21:01,7:36
1364,30,Female,22,22:25,7:07
1365,35,Male,22,21:37,6:22
1366,48,Female,19,23:32,7:52
1367,34,Female,20,23:27,5:59
1368,63,Male,23,22:35,6:57
1369,60,Female,18,23:37,7:14
1370,28,Female,18,22:47,6:10
1371,27,Male,18,21:53,5:48
1372,29,Female,19,21:49,7:55
1373,43,Male,19,23:59,5:57
1374,34,Male,20,21:20,7:41
1375,37,Female,25,22:34,7:35
1376,57,Male,20,21:01,5:13
1377,48,Female,20,22:46,6:58
1378,42,Female,24,21:53,6:01
1379,29,Female,24,22:08,6:19
1380,56,Male,24,22:49,5:26
1381,31,Male,18,21:29,5:40
1382,42,Male,21,21:24,6:38
1383,24,Female,22,22:47,7:15
1384,37,Male,18,22:00,5:46
1385,25,Female,21,23:24,6:45
1386,46,Male,25,22:15,7:08
1387,41,Male,19,22:34,6:55
1388,32,Female,18,22:35,7:07
1389,37,Male,20,23:32,7:54
1390,30,Female,23,21:25,5:24
1391,57,Male,21,21:42,7:54
1392,32,Female,21,21:56,5:55
1393,26,Male,18,22:54,5:10
1394,20,Female,19,23:34,6:13
1395,55,Female,22,22:51,5:13
1396,31,Female,23,21:51,6:19
1397,63,Male,19,23:30,7:27
1398,35,Female,22,23:38,6:47
1399,37,Female,22,23:12,7:46
1400,42,Male,18,23:17,5:17
1401,36,Female,24,23:30,6:11
1402,27,Female,18,21:33,7:59
1403,31,Male,25,22:28,6:48
1404,43,Female,19,22:53,5:48
1405,52,Female,24,23:17,7:47
1406,55,Male,24,21:19,5:25
1407,52,Male,24,21:21,7:04
1408,32,Female,20,22:53,6:00
1409,30,Female,21,21:00,7:52
1410,62,Male,24,21:09,5:54
1411,54,Female,18,23:23,6:00
1412,41,Male,22,22:50,5:37
1413,31,Female,19,22:08,7:31
1414,59,Male,18,23:29,7:20
1415,36,Male,18,21:01,6:57
1416,31,Male,18,23:55,7:23
1417,40,Male,22,23:13,5:54
1418,38,Female,18,22:36,6:29
1419,32,Male,24,23:43,5:14
1420,32,Male,24,21:04,5:46
1421,46,Female,20,21:03,6:08
1422,21,Male,20,22:00,7:47
1423,45,Male,25,22:00,5:39
1424,28,Male,19,21:18,5:59
1425,65,Male,25,23:25,6:42
1426,41,Male,23,23:44,5:57
1427,64,Female,24,22:22,7:25
1428,64,Male,20,22:43,5:51
1429,18,Male,25,21:01,5:45
1430,33,Female,25,22:18,6:23
1431,39,Female,21,21:19,6:49
1432,48,Female,25,23:07,6:53
1433,31,Male,18,23:33,7:08
1434,41,Male,21,23:34,5:44
1435,53,Female,25,23:23,6:35
1436,33,Female,18,22:51,7:51
1437,45,Male,20,23:50,7:28
1438,20,Male,25,23:41,6:39
1439,64,Female,25,21:03,6:34
1440,19,Female,20,22:26,7:43
1441,61,Male,23,22:46,5:00
1442,53,Male,19,22:00,6:41
1443,19,Female,21,23:36,7:49
1444,35,Female,21,21:18,7:05
1445,23,Male,20,21:28,5:03
1446,43,Male,20,22:12,5:23
1447,22,Female,24,22:47,7:43
1448,54,Male,25,21:57,5:10
1449,38,Female,25,22:39,6:43
1450,41,Male,22,23:36,7:01
1451,34,Female,20,23:30,7:28
1452,49,Male,23,22:58,6:42
1453,19,Female,20,22:33,7:25
1454,22,Female,24,22:25,7:12
1455,54,Male,20,22:43,7:25
1456,56,Male,23,22:39,7:06
1457,21,Male,25,23:14,5:42
1458,37,Female,23,21:08,6:51
1459,23,Female,23,22:02,6:28
1460,51,Female,22,21:05,7:43
1461,47,Male,18,21:42,7:39
1462,60,Female,24,21:45,7:08
1463,19,Male,20,22:41,6:33
1464,46,Male,20,22:49,7:42
1465,54,Male,25,21:25,7:30
1466,55,Male,18,22:03,5:04
1467,27,Female,21,22:57,7:37
1468,35,Male,19,23:42,5:23
1469,41,Male,21,22:46,5:17
1470,19,Male,23,23:11,7:48
1471,41,Male,18,22:00,7:59
1472,38,Male,23,21:43,7:56
1473,51,Female,25,21:21,6:35
1474,30,Female,22,22:09,7:01
1475,41,Female,20,23:39,5:19
1476,41,Female,22,21:02,7:46
1477,25,Female,25,22:58,7:27
1478,64,Male,20,22:28,5:35
1479,45,Male,22,23:17,5:15
1480,28,Female,25,21:48,5:31
1481,65,Female,19,23:22,5:25
1482,35,Female,20,21:45,5:51
1483,61,Female,21,21:25,5:27
1484,43,Female,23,22:23,5:07
1485,24,Male,18,21:05,7:58
1486,45,Female,20,22:31,7:08
1487,41,Male,18,23:02,6:12
1488,19,Female,18,23:22,6:21
1489,24,Male,23,21:09,7:09
1490,36,Male,22,23:27,5:57
1491,18,Male,21,22:37,7:05
1492,62,Female,23,21:57,6:55
1493,45,Male,19,23:53,7:54
1494,62,Female,25,23:17,7:18
1495,48,Male,25,21:54,5:48
1496,39,Male,25,22:39,5:48
1497,50,Female,18,21:37,7:21
1498,23,Female,22,23:10,7:54
1499,22,Female,21,22:16,5:48
1500,20,Female,20,21:57,7:41
1501,38,Male,25,22:26,7:34
1502,24,Female,22,21:12,7:40
1503,61,Female,21,21:25,5:31
1504,34,Female,25,21:16,5:44
1505,24,Female,20,23:38,5:54
1506,31,Male,24,21:11,7:55
1507,48,Female,19,23:54,7:58
1508,52,Female,18,22:39,7:15
1509,25,Female,18,22:10,6:18
1510,50,Male,24,22:42,6:45
1511,23,Female,25,21:12,6:22
1512,18,Male,19,22:40,7:45
1513,65,Male,25,23:53,5:42
1514,41,Male,23,21:38,7:37
1515,35,Male,20,23:54,5:00
1516,58,Female,20,21:11,5:54
1517,23,Male,19,21:28,7:06
1518,51,Female,24,23:06,7:06
1519,56,Male,18,21:43,5:43
1520,61,Male,21,23:59,6:46
1521,49,Male,22,23:22,7:18
1522,62,Female,19,23:35,6:49
1523,37,Female,19,23:38,6:37
1524,55,Male,25,23:56,7:41
1525,62,Male,23,23:11,7:29
1526,27,Female,24,21:20,7:26
1527,50,Male,25,21:54,7:45
1528,48,Female,23,21:01,5:38
1529,33,Male,19,21:37,7:26
1530,31,Female,19,23:19,5:39
1531,34,Female,20,21:09,5:50
1532,19,Female,18,21:58,5:39
1533,49,Female,19,22:00,6:54
1534,44,Female,22,22:06,5:49
1535,35,Female,21,22:55,5:27
1536,30,Male,19,23:48,5:49
1537,34,Female,25,23:07,5:17
1538,54,Male,22,21:24,7:58
1539,26,Female,24,23:24,6:12
1540,64,Male,23,21:02,5:19
1541,54,Female,23,23:15,7:37
1542,55,Male,21,21:23,5:54
1543,47,Male,18,23:21,7:18
1544,50,Female,23,23:27,7:36
1545,65,Female,23,21:19,6:29
1546,26,Male,23,21:21,5:23
1547,58,Female,19,22:29,5:30
1548,42,Male,23,22:58,5:44
1549,36,Male,21,21:21,5:17
1550,53,Male,20,21:09,5:33
1551,36,Female,22,21:30,7:31
1552,64,Female,22,21:00,7:37
1553,45,Male,20,21:05,5:33
1554,51,Male,25,21:01,6:39
1555,21,Female,19,21:52,7:00
1556,64,Female,25,21:47,6:59
1557,42,Male,21,22:31,7:07
1558,47,Female,18,21:56,7:00
1559,35,Female,21,22:14,5:10
1560,50,Female,24,22:34,5:35
1561,19,Male,24,21:46,6:20
1562,26,Male,25,21:31,7:54
1563,20,Female,19,22:19,5:13
1564,35,Male,25,22:10,6:58
1565,61,Female,20,23:09,6:33
1566,31,Male,22,22:05,6:24
1567,35,Female,24,22:37,6:59
1568,60,Female,21,22:22,6:48
1569,55,Female,22,21:16,7:19
1570,37,Male,21,21:17,6:00
1571,56,Female,25,21:20,6:52
1572,65,Female,20,21:14,6:04
1573,51,Male,20,21:55,7:34
1574,30,Female,21,21:39,5:33
1575,41,Male,19,21:36,7:27
1576,28,Female,20,21:26,5:16
1577,41,Female,25,21:29,6:24
1578,25,Female,24,23:47,7:12
1579,18,Female,24,23:54,7:41
1580,57,Male,18,21:56,5:22
1581,45,Male,18,23:06,6:34
1582,24,Female,22,21:48,7:56
1583,20,Female,25,21:17,7:28
1584,63,Male,22,22:45,7:49
1585,59,Male,19,21:41,6:37
1586,36,Female,25,23:14,5:46
1587,65,Female,22,23:53,5:15
1588,23,Female,23,23:53,6:24
